# QDB Assay Design Statistics

## Basic Statistics
Statistic,Value
Total Valid Designs,1844022
Target Length (avg),100.00 ± 0.00
Target Length (min-max),100 - 100
Capture Probe Length (avg),50.00 ± 0.00
Capture Probe Length (min-max),50 - 50
Reporter Probe Length (avg),50.00 ± 0.00
Reporter Probe Length (min-max),50 - 50

## GC Content Statistics
Probe Type,Avg GC (%),Std Dev,Min (%),Max (%)
Capture Probe,46.02,4.15,40.00,58.33
Reporter Probe,46.07,4.19,40.00,60.00

## Melting Temperature Statistics
Probe Type,Avg Tm (°C),Std Dev,Min (°C),Max (°C)
Capture Probe,68.58,1.90,61.92,72.00
Reporter Probe,68.59,1.90,61.92,72.00

## Top 30 Organisms
Organism,Count,Percent,Strain Count
Severe fever with thrombocytopenia syndrome virus isolate 14-China_Henan-84 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 15-China_Henan-141 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 15-China_Henan-155 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 15-China_Henan-165 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 15-China_Henan-168 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 15-China_Henan-179 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 15-China_Henan-206 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 15-China_Henan-226 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 15-China_Henan-228 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 15-China_Henan-374 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 15-China_Henan-58 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 16-China_Henan-115 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 16-China_Henan-16 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 16-China_Henan-188 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 16-China_Henan-251 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 16-China_Henan-401 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 16-China_Henan-405 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 16-China_Henan-74 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 18-China_Henan-105 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 18-China_Henan-110 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 18-China_Henan-115 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 17-China_Henan-136 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 18-China_Henan-155 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 18-China_Henan-158 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 17-China_Henan-194 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 17-China_Henan-241 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 18-China_Henan-243 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 17-China_Henan-264 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 18-China_Henan-28 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 18-China_Henan-292 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 17-China_Henan-299 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 17-China_Henan-304 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 17-China_Henan-42 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 18-China_Henan-43 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 18-China_Henan-44 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 17-China_Henan-47 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 17-China_Henan-87 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 19-China_Henan-234 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 19-China_Henan-271 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 19-China_Henan-287 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 20-China_Henan-122 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 20-China_Henan-142 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 20-China_Henan-145 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 20-China_Henan-156 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 20-China_Henan-158 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 20-China_Henan-177 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 20-China_Henan-178 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 20-China_Henan-180 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 20-China_Henan-190 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 20-China_Henan-20 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 20-China_Henan-203 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 20-China_Henan-223 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 20-China_Henan-230 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 20-China_Henan-252 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 20-China_Henan-99 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 19-China_Henan-156 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 19-China_Henan-173 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 19-China_Henan-179 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 19-China_Henan-215 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 19-China_Henan-227 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 19-China_Henan-280 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 19-China_Henan-308 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 19-China_Henan-321 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 15KS15 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 15MS65 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 15KS47 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 15KS51 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate HB2015-31 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate HB2015-34 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate YSH111 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate YSH116 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 2015SH218S segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 2015SH233S segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 2015SH171S segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 2015SGS21 segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 44S segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 74S segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 77S segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 96S segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 109S segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 131S segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 132S segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 133S segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 135S segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 143S segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 147S segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 157S segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 165S segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 30S segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 32S segment S,24,0.0013015029104858837,1
Severe fever with thrombocytopenia syndrome virus isolate 38S segment S,24,0.0013015029104858837,1
Rodent Torque teno virus 7 isolate 15,24,0.0013015029104858837,1
Lynx rufus smacovirus 1 isolate LSF60_322,24,0.0013015029104858837,1
Porcine astrovirus 2 isolate PoAstV2/Swine/CHI/FB036/2017,24,0.0013015029104858837,1
Porcine astrovirus 2 clone ExpPig-36,24,0.0013015029104858837,1
Rocahepevirus ratti isolate Nmr103C,24,0.0013015029104858837,1
Gemycircularvirus gemy-ch-rat1,24,0.0013015029104858837,1
Faeces associated gemycircularvirus 19 isolate 49_Fec80061_pig,24,0.0013015029104858837,1
Porcine parvovirus 7 isolate GX49,24,0.0013015029104858837,1
Influenza A virus (A_Jiangsu_1_2013(H7N9)) segment 3 polymerase PA (PA) and PA-X protein (PA-X) genes,24,0.0013015029104858837,1
Influenza A virus (A_Jiangsu_1_2013(H7N9)) segment 1 polymerase PB2 (PB2) gene,24,0.0013015029104858837,1
Cocle virus strain GML244915 N protein and NS protein genes,24,0.0013015029104858837,1
Sapovirus Hu/GI/Sapporo/MT-2010/1982,24,0.0013015029104858837,1
Sapovirus Hu_G1_Zhejiang1_China_2014,24,0.0013015029104858837,1
Mamastrovirus 13 isolate UK/2014/lamb/lib01455 genome assembly,24,0.0013015029104858837,1
Mamastrovirus 13 isolate UK/2013/ewe/lib01454 genome assembly,24,0.0013015029104858837,1
Rift Valley fever virus isolate An1830 segment M,24,0.0013015029104858837,1
Rift Valley fever virus strain HB1752 segment M,24,0.0013015029104858837,1
Rift Valley fever virus strain OS-1 segment M,24,0.0013015029104858837,1
Rift Valley fever virus strain Hv-B375 segment M,24,0.0013015029104858837,1
Gemycircularvirus HV-GcV2,24,0.0013015029104858837,1
Chifec virus UA15_2320,24,0.0013015029104858837,1
Porcine astrovirus 4 isolate SP-VT9,24,0.0013015029104858837,1
Porcine astrovirus 4 isolate SP-VT41,24,0.0013015029104858837,1
Eothenomys miletus hantavirus LX309 segment small,24,0.0013015029104858837,1
Bat picornavirus 2 strain MH9F,24,0.0013015029104858837,1
Enterovirus B strain E20_Nepal_ENV027_2_2023,24,0.0013015029104858837,1
Coxsackievirus B1 isolate KM7_YN_CHN_2019,24,0.0013015029104858837,1
Echovirus E4 isolate E4_USA_2F5_2009,24,0.0013015029104858837,1
Echovirus E18 isolate E18-393_HeB_CHN_2015,24,0.0013015029104858837,1
Echovirus E4 strain 2F5,24,0.0013015029104858837,1
Human coxsackievirus B5 isolate 03001N,24,0.0013015029104858837,1
Human echovirus 30 strain Kor08-ECV30,24,0.0013015029104858837,1
Capybara genomovirus 2 isolate cap1_52,24,0.0013015029104858837,1
Simian immunodeficiency virus isolate SIVgor-BQID2,24,0.0013015029104858837,1
Simian immunodeficiency virus isolate SIVmac251.CM.p3c22 from USA,24,0.0013015029104858837,1
Simian immunodeficiency virus isolate SIVmac251.CM.p3c6 from USA,24,0.0013015029104858837,1
Simian immunodeficiency virus isolate SIVmac251.RD.p3g21 from USA,24,0.0013015029104858837,1
Simian immunodeficiency virus isolate SIVmac251.RD.p3j19 from USA,24,0.0013015029104858837,1
Simian immunodeficiency virus isolate SIVmac251.RD.tf20 from USA,24,0.0013015029104858837,1
Simian immunodeficiency virus clone pE660.CG7G,24,0.0013015029104858837,1
Simian immunodeficiency virus clone SIVcpzMB897.c2,24,0.0013015029104858837,1
Simian immunodeficiency virus isolate SIVgorCP2139.2con,24,0.0013015029104858837,1
Simian immunodeficiency virus isolate r91003-SIVmm239,24,0.0013015029104858837,1
Simian immunodeficiency virus isolate r00032-SIVmm239,24,0.0013015029104858837,1
Simian immunodeficiency virus isolate 96016,24,0.0013015029104858837,1
Simian immunodeficiency virus isolate 96135,24,0.0013015029104858837,1
Simian immunodeficiency virus isolate 96123 from USA,24,0.0013015029104858837,1
Simian immunodeficiency virus isolate 2065 from USA,24,0.0013015029104858837,1
Simian immunodeficiency virus isolate 95058 from USA,24,0.0013015029104858837,1
Simian immunodeficiency virus isolate SIVcpzCAM13,24,0.0013015029104858837,1
Hunnivirus A1 strain I-HG-JC/61,24,0.0013015029104858837,1
Hunnivirus A1 strain I-QQ-XH/21,24,0.0013015029104858837,1
Equid herpesvirus 6 strain AsHV/Bari/2011/740,24,0.0013015029104858837,1
Callosciurus erythraeus polyomavirus 1 isolate 10239_CE449D,24,0.0013015029104858837,1
Norovirus GI isolate Hu/US/2017/GI.2[P2]/Callao0615,24,0.0013015029104858837,1
Norovirus GI isolate Hu/US/2018/GI.6[P11]/Cabarrus0282,24,0.0013015029104858837,1
Merkel cell polyomavirus isolate M-cg-9-11.3,24,0.0013015029104858837,1
Merkel cell polyomavirus isolate 06b,24,0.0013015029104858837,1
Merkel cell polyomavirus isolate 10b,24,0.0013015029104858837,1
Merkel cell polyomavirus isolate 14a,24,0.0013015029104858837,1
Merkel cell polyomavirus isolate 14b,24,0.0013015029104858837,1
Suid herpesvirus 1 strain DUL34gfp,24,0.0013015029104858837,1
Bakau virus segment M,24,0.0013015029104858837,1
Minatitlan virus segment S,24,0.0013015029104858837,1
Human polyomavirus 6 isolate H6-cg-B159.4,24,0.0013015029104858837,1
Human polyomavirus 6 isolate H6-cg-A2f.11,24,0.0013015029104858837,1
Mus musculus polyomavirus 3 isolate MPoV3/NYC/2015/K003/3347,24,0.0013015029104858837,1
Felis catus papillomavirus 3 strain China/SMU-D32/2019,24,0.0013015029104858837,1
Paslahepevirus balayani isolate camel77,24,0.0013015029104858837,1
Salivirus A isolate 02394-01,24,0.0013015029104858837,1
Pacific flying fox associated cyclovirus-1 isolate Tbat_H_103699,24,0.0013015029104858837,1
Hepacivirus bovis isolate BR_RN034B019,24,0.0013015029104858837,1
Capybara associated cyclovirus 1 isolate Cap1_365,24,0.0013015029104858837,1
Lagomorph bocaparvovirus 1 strain LBoV 160/01/ITA,24,0.0013015029104858837,1
HIV-1 isolate 687 from China,24,0.0013015029104858837,1
HIV-1 isolate HB010119 from China,24,0.0013015029104858837,1
Human immunodeficiency virus 1 SP268 RNA,24,0.0013015029104858837,1
HIV-1 isolate HB060066 from China,24,0.0013015029104858837,1
HIV-1 isolate QVOA11 from Uganda,24,0.0013015029104858837,1
HIV-1 isolate P5_R2Wk2_PBMC_23 from Australia,24,0.0013015029104858837,1
HIV-1 isolate P5_R2Wk2_PBMC_18 from Australia,24,0.0013015029104858837,1
HIV-1 isolate P5_R2Wk2_PBMC_15 from Australia,24,0.0013015029104858837,1
HIV-1 isolate P5_R2Wk2_PBMC_14 from Australia,24,0.0013015029104858837,1
HIV-1 isolate P5_R2Wk2_PBMC_11 from Australia,24,0.0013015029104858837,1
HIV-1 isolate P5_R3Wk12_CD4_10 from Australia,24,0.0013015029104858837,1
HIV-1 isolate P5_R3Wk12_CD4_07 from Australia,24,0.0013015029104858837,1
HIV-1 isolate P5_R3Wk12_CD4_04 from Australia,24,0.0013015029104858837,1
HIV-1 isolate P5_R3Wk12_CD4_03 from Australia,24,0.0013015029104858837,1
HIV-1 isolate CAP222_B_W8 from South Africa,24,0.0013015029104858837,1
HIV-1 isolate CAP244_B_W19 from South Africa,24,0.0013015029104858837,1
HIV-1 isolate CAP280_W19 from South Africa,24,0.0013015029104858837,1
HIV-1 isolate BDX016 from China,24,0.0013015029104858837,1
HIV-1 isolate Vlad29 from Russia,24,0.0013015029104858837,1
HIV-1 isolate Vlad54 from Russia,24,0.0013015029104858837,1
HIV-1 isolate Vlad37 from Russia,24,0.0013015029104858837,1
HIV-1 isolate BD201AQ from China,24,0.0013015029104858837,1
HIV-1 isolate GB1WS100005 from USA,24,0.0013015029104858837,1
HIV-1 isolate GB1WS100016 from USA,24,0.0013015029104858837,1
HIV-1 isolate GB1WS100097 from USA,24,0.0013015029104858837,1
HIV-1 isolate GB1WS100100 from USA,24,0.0013015029104858837,1
HIV-1 isolate GB1WS100125 from USA,24,0.0013015029104858837,1
HIV-1 isolate GB1WS100152 from USA,24,0.0013015029104858837,1
HIV-1 isolate GB1WS100158 from USA,24,0.0013015029104858837,1
HIV-1 isolate GB1WS100202 from USA,24,0.0013015029104858837,1
HIV-1 isolate GB1WS100211 from USA,24,0.0013015029104858837,1
HIV-1 isolate GB1WS100298 from USA,24,0.0013015029104858837,1
HIV-1 isolate GB1WS100305 from USA,24,0.0013015029104858837,1
HIV-1 isolate GB1WS100308 from USA,24,0.0013015029104858837,1
HIV-1 isolate GB1WS100368 from USA,24,0.0013015029104858837,1
HIV-1 isolate GB1WS100370 from USA,24,0.0013015029104858837,1
HIV-1 isolate GB1WS100441 from USA,24,0.0013015029104858837,1
HIV-1 isolate BC003_proviral_385_Intact from Canada,24,0.0013015029104858837,1
HIV-1 isolate BC003_proviral_636_Intact from Canada,24,0.0013015029104858837,1
HIV-1 isolate BC003_proviral_660_Intact from Canada,24,0.0013015029104858837,1
HIV-1 isolate BC004_proviral_417_Intact from Canada,24,0.0013015029104858837,1
HIV-1 isolate BC004_proviral_411_Intact from Canada,24,0.0013015029104858837,1
HIV-1 isolate BC004_proviral_412_Intact from Canada,24,0.0013015029104858837,1
HIV-1 isolate BC004_proviral_413_Intact from Canada,24,0.0013015029104858837,1
HIV-1 isolate BC004_proviral_415_Intact from Canada,24,0.0013015029104858837,1
HIV-1 isolate BC004_proviral_418_Intact from Canada,24,0.0013015029104858837,1
HIV-1 isolate BC004_proviral_422_Intact from Canada,24,0.0013015029104858837,1
HIV-1 isolate BC004_QVOA_002 from Canada,24,0.0013015029104858837,1
HIV-1 isolate BC004_QVOA_006 from Canada,24,0.0013015029104858837,1
HIV-1 isolate BC027_proviral_186_Intact from Canada,24,0.0013015029104858837,1
HIV-1 isolate 2020.7_HB010104-FLG-4 from China,24,0.0013015029104858837,1
HIV-1 isolate STIPSEQ-MRC004-HG-MAY-C07 from Belgium,24,0.0013015029104858837,1
HIV-1 isolate STIPSEQ-MRC021-MDW-C06-MGAT4A from Belgium,24,0.0013015029104858837,1
HIV-1 isolate 21ZT273 from China,24,0.0013015029104858837,1
HIV-1 isolate 21ZT282 from China,24,0.0013015029104858837,1
HIV-1 isolate LS10316 from China,24,0.0013015029104858837,1
HIV-1 isolate LS10375 from China,24,0.0013015029104858837,1
HIV-1 isolate LS10943 from China,24,0.0013015029104858837,1
HIV-1 isolate LS11285 from China,24,0.0013015029104858837,1
HIV-1 isolate LS12669 from China,24,0.0013015029104858837,1
HIV-1 isolate LS16452 from China,24,0.0013015029104858837,1
HIV-1 isolate LS16625 from China,24,0.0013015029104858837,1
HIV-1 isolate LS17017 from China,24,0.0013015029104858837,1
HIV-1 isolate LS14867 from China,24,0.0013015029104858837,1
HIV-1 isolate LS17858 from China,24,0.0013015029104858837,1
HIV-1 isolate LS17998 from China,24,0.0013015029104858837,1
HIV-1 isolate LS18093 from China,24,0.0013015029104858837,1
HIV-1 isolate LS6310 from China,24,0.0013015029104858837,1
HIV-1 isolate LS11375 from China,24,0.0013015029104858837,1
HIV-1 isolate LS11624 from China,24,0.0013015029104858837,1
HIV-1 isolate LS12782 from China,24,0.0013015029104858837,1
HIV-1 isolate LS13469 from China,24,0.0013015029104858837,1
HIV-1 isolate LS13470 from China,24,0.0013015029104858837,1
HIV-1 isolate LS14076 from China,24,0.0013015029104858837,1
HIV-1 isolate LS16599 from China,24,0.0013015029104858837,1
HIV-1 isolate LS16815 from China,24,0.0013015029104858837,1
HIV-1 isolate P3.ZFYVE9.T745C from USA,24,0.0013015029104858837,1
HIV-1 isolate Switzerland-07 from Switzerland,24,0.0013015029104858837,1
HIV-1 isolate Switzerland-09 from Switzerland,24,0.0013015029104858837,1
HIV-1 isolate Switzerland-10 from Switzerland,24,0.0013015029104858837,1
HIV-1 isolate Switzerland-23 from Switzerland,24,0.0013015029104858837,1
HIV-1 isolate 2651_PB_PD1posCTLA4neg_23 from USA,24,0.0013015029104858837,1
HIV-1 isolate PRA001_PB_PD1posCTLA4neg_83 from Australia,24,0.0013015029104858837,1
HIV-1 isolate PRA001_PB_PD1negCTLA4neg_95 from Australia,24,0.0013015029104858837,1
HIV-1 isolate PRA001_PB_PD1negCTLA4neg_94 from Australia,24,0.0013015029104858837,1
HIV-1 isolate PRA001_PB_PD1negCTLA4neg_76 from Australia,24,0.0013015029104858837,1
HIV-1 isolate PRA002_PB_PD1negCTLA4neg_5 from Australia,24,0.0013015029104858837,1
HIV-1 isolate PRA006_PB_PD1posCTLA4neg_9 from Australia,24,0.0013015029104858837,1
HIV-1 isolate PRA006_PB_PD1posCTLA4pos_13 from Australia,24,0.0013015029104858837,1
HIV-1 isolate PRA006_PB_PD1posCTLA4pos_14 from Australia,24,0.0013015029104858837,1
HIV-1 isolate GD5520 from China,24,0.0013015029104858837,1
HIV-1 isolate 210291 from China,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-116-1-1_w24_51 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-116-1-1_w84_57 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-116-1-1_w84_59 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-116-1-1_w84_60 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-116-1-1_w84_62 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-116-1-1_w84_63 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-118-1-0_w0_66 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-118-1-0_w0_74 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-119-1-3_w0_102 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-119-1-3_w0_114 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-119-1-3_w0_123 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_174 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_175 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_176 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_178 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_179 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_182 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_183 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_185 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_188 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_189 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_191 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_192 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_193 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_198 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_200 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_201 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_202 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_205 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_207 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_209 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_210 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_211 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_212 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_214 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_215 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_216 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 074-AP-138-1-4_w0_217 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate AP-132_w0_281 from Botswana,24,0.0013015029104858837,1
HIV-1 isolate 66FR1121_MW78FOBV from France,24,0.0013015029104858837,1
HIV-1 isolate E_PreART_04 from Thailand,24,0.0013015029104858837,1
HIV-1 isolate E_PreART_14 from Thailand,24,0.0013015029104858837,1
HIV-1 isolate E_PreART_17 from Thailand,24,0.0013015029104858837,1
HIV-1 isolate E_PreART_21 from Thailand,24,0.0013015029104858837,1
HIV-1 isolate E_PreART_38 from Thailand,24,0.0013015029104858837,1
HIV-1 isolate E_PreART_64 from Thailand,24,0.0013015029104858837,1
HIV-1 isolate D_OnART_07 from Thailand,24,0.0013015029104858837,1
HIV-1 isolate F_PreART_04 from Thailand,24,0.0013015029104858837,1
HIV-1 isolate Pt3_PreART_09 from Thailand,24,0.0013015029104858837,1
HIV-1 isolate Pt4_PreART_13 from Thailand,24,0.0013015029104858837,1
HIV-1 isolate Pt4_PreART_16 from Thailand,24,0.0013015029104858837,1
HIV-1 isolate Pt4_PreART_27 from Thailand,24,0.0013015029104858837,1
HIV-1 isolate Pt5_PreART_32 from Thailand,24,0.0013015029104858837,1
HIV-1 isolate Pt6_PreART_10 from Thailand,24,0.0013015029104858837,1
HIV-1 isolate Pt6_onART_57 from Thailand,24,0.0013015029104858837,1
HIV-1 isolate Pt7_onART_07 from Thailand,24,0.0013015029104858837,1
HIV-1 isolate Pt7_onART_22 from Thailand,24,0.0013015029104858837,1
HIV-1 isolate Pt7_onART_27 from Thailand,24,0.0013015029104858837,1
HIV-1 isolate Pt7_onART_33 from Thailand,24,0.0013015029104858837,1
HIV-1 isolate Pt7_onART_40 from Thailand,24,0.0013015029104858837,1
HIV-1 isolate Pt7_onART_48 from Thailand,24,0.0013015029104858837,1
HIV-1 isolate Pt7_onART_56 from Thailand,24,0.0013015029104858837,1
